cod_ibge_7,uf,regiao,cod_uf,cod_municipio,nome_municipio,nome_municipio_norm,populacao_estimada_int,porte_municipio,observacao
1100502,RO,Norte,11,00502,Novo Horizonte do Oeste,novo horizonte do oeste,7972,muito_pequeno_ate_10k,
1100601,RO,Norte,11,00601,Cacaulândia,cacaulandia,4292,muito_pequeno_ate_10k,
1100700,RO,Norte,11,00700,Campo Novo de Rondônia,campo novo de rondonia,9095,muito_pequeno_ate_10k,
1100809,RO,Norte,11,00809,Candeias do Jamari,candeias do jamari,24313,pequeno_10k_50k,
1100908,RO,Norte,11,00908,Castanheiras,castanheiras,3450,muito_pequeno_ate_10k,
1100924,RO,Norte,11,00924,Chupinguaia,chupinguaia,10191,pequeno_10k_50k,
1100940,RO,Norte,11,00940,Cujubim,cujubim,15877,pequeno_10k_50k,
1101005,RO,Norte,11,01005,Governador Jorge Teixeira,governador jorge teixeira,8340,muito_pequeno_ate_10k,
1101104,RO,Norte,11,01104,Itapuã do Oeste,itapua do oeste,9228,muito_pequeno_ate_10k,
1101203,RO,Norte,11,01203,Ministro Andreazza,ministro andreazza,6519,muito_pequeno_ate_10k,
1101302,RO,Norte,11,01302,Mirante da Serra,mirante da serra,9657,muito_pequeno_ate_10k,
1101401,RO,Norte,11,01401,Monte Negro,monte negro,12168,pequeno_10k_50k,
1101435,RO,Norte,11,01435,Nova União,nova uniao,6541,muito_pequeno_ate_10k,
1101450,RO,Norte,11,01450,Parecis,parecis,4372,muito_pequeno_ate_10k,
1101468,RO,Norte,11,01468,Pimenteiras do Oeste,pimenteiras do oeste,2309,muito_pequeno_ate_10k,
1101476,RO,Norte,11,01476,Primavera de Rondônia,primavera de rondonia,3268,muito_pequeno_ate_10k,
1101484,RO,Norte,11,01484,São Felipe D'Oeste,sao felipe d'oeste,5588,muito_pequeno_ate_10k,
1101492,RO,Norte,11,01492,São Francisco do Guaporé,sao francisco do guapore,17557,pequeno_10k_50k,
1101500,RO,Norte,11,01500,Seringueiras,seringueiras,12965,pequeno_10k_50k,
1101559,RO,Norte,11,01559,Teixeirópolis,teixeiropolis,4521,muito_pequeno_ate_10k,
1101609,RO,Norte,11,01609,Theobroma,theobroma,8459,muito_pequeno_ate_10k,
1101708,RO,Norte,11,01708,Urupá,urupa,11314,pequeno_10k_50k,
1101757,RO,Norte,11,01757,Vale do Anari,vale do anari,8220,muito_pequeno_ate_10k,
1101807,RO,Norte,11,01807,Vale do Paraíso,vale do paraiso,6790,muito_pequeno_ate_10k,
1200013,AC,Norte,12,00013,Acrelândia,acrelandia,14712,pequeno_10k_50k,
1200054,AC,Norte,12,00054,Assis Brasil,assis brasil,8648,muito_pequeno_ate_10k,
1200104,AC,Norte,12,00104,Brasiléia,brasileia,28028,pequeno_10k_50k,
1200138,AC,Norte,12,00138,Bujari,bujari,13928,pequeno_10k_50k,
1200179,AC,Norte,12,00179,Capixaba,capixaba,10981,pequeno_10k_50k,
1200203,AC,Norte,12,00203,Cruzeiro do Sul,cruzeiro do sul,98916,medio_50k_100k,
1200252,AC,Norte,12,00252,Epitaciolândia,epitaciolandia,19874,pequeno_10k_50k,
1200302,AC,Norte,12,00302,Feijó,feijo,37764,pequeno_10k_50k,
1200328,AC,Norte,12,00328,Jordão,jordao,9884,muito_pequeno_ate_10k,
1200336,AC,Norte,12,00336,Mâncio Lima,mancio lima,20479,pequeno_10k_50k,
1200344,AC,Norte,12,00344,Manoel Urbano,manoel urbano,12923,pequeno_10k_50k,
1200351,AC,Norte,12,00351,Marechal Thaumaturgo,marechal thaumaturgo,18057,pequeno_10k_50k,
1200385,AC,Norte,12,00385,Plácido de Castro,placido de castro,17107,pequeno_10k_50k,
1200393,AC,Norte,12,00393,Porto Walter,porto walter,11333,pequeno_10k_50k,
1200401,AC,Norte,12,00401,Rio Branco,rio branco,389001,grande_acima_100k,
1200427,AC,Norte,12,00427,Rodrigues Alves,rodrigues alves,15560,pequeno_10k_50k,
1200435,AC,Norte,12,00435,Santa Rosa do Purus,santa rosa do purus,7217,muito_pequeno_ate_10k,
1200450,AC,Norte,12,00450,Senador Guiomard,senador guiomard,22402,pequeno_10k_50k,
1200500,AC,Norte,12,00500,Sena Madureira,sena madureira,44049,pequeno_10k_50k,
1200609,AC,Norte,12,00609,Tarauacá,tarauaca,46816,pequeno_10k_50k,
1200708,AC,Norte,12,00708,Xapuri,xapuri,19170,pequeno_10k_50k,
1200807,AC,Norte,12,00807,Porto Acre,porto acre,17523,pequeno_10k_50k,
1300029,AM,Norte,13,00029,Alvarães,alvaraes,16806,pequeno_10k_50k,(1)
1300060,AM,Norte,13,00060,Amaturá,amatura,11533,pequeno_10k_50k,(2)
1300086,AM,Norte,13,00086,Anamã,anama,9981,muito_pequeno_ate_10k,
1300102,AM,Norte,13,00102,Anori,anori,18056,pequeno_10k_50k,
1300144,AM,Norte,13,00144,Apuí,apui,21781,pequeno_10k_50k,(3)
1300201,AM,Norte,13,00201,Atalaia do Norte,atalaia do norte,15889,pequeno_10k_50k,
1300300,AM,Norte,13,00300,Autazes,autazes,45960,pequeno_10k_50k,
1300409,AM,Norte,13,00409,Barcelos,barcelos,18210,pequeno_10k_50k,(4)
1300508,AM,Norte,13,00508,Barreirinha,barreirinha,33722,pequeno_10k_50k,
1300607,AM,Norte,13,00607,Benjamin Constant,benjamin constant,40908,pequeno_10k_50k,(5)
1300631,AM,Norte,13,00631,Beruri,beruri,22495,pequeno_10k_50k,
1300680,AM,Norte,13,00680,Boa Vista do Ramos,boa vista do ramos,26479,pequeno_10k_50k,
1300706,AM,Norte,13,00706,Boca do Acre,boca do acre,38792,pequeno_10k_50k,
1300805,AM,Norte,13,00805,Borba,borba,34869,pequeno_10k_50k,
1300839,AM,Norte,13,00839,Caapiranga,caapiranga,14806,pequeno_10k_50k,
1300904,AM,Norte,13,00904,Canutama,canutama,18109,pequeno_10k_50k,(6)
1301001,AM,Norte,13,01001,Carauari,carauari,31130,pequeno_10k_50k,
1301100,AM,Norte,13,01100,Careiro,careiro,32336,pequeno_10k_50k,(7)
1301159,AM,Norte,13,01159,Careiro da Várzea,careiro da varzea,20324,pequeno_10k_50k,(8)
1301209,AM,Norte,13,01209,Coari,coari,73576,medio_50k_100k,
1301308,AM,Norte,13,01308,Codajás,codajas,24572,pequeno_10k_50k,(9)
1301407,AM,Norte,13,01407,Eirunepé,eirunepe,35793,pequeno_10k_50k,
1301506,AM,Norte,13,01506,Envira,envira,17985,pequeno_10k_50k,(10)
1301605,AM,Norte,13,01605,Fonte Boa,fonte boa,28227,pequeno_10k_50k,(11)
1301654,AM,Norte,13,01654,Guajará,guajara,14344,pequeno_10k_50k,(12)
1301704,AM,Norte,13,01704,Humaitá,humaita,63454,medio_50k_100k,
1301803,AM,Norte,13,01803,Ipixuna,ipixuna,25629,pequeno_10k_50k,
1301852,AM,Norte,13,01852,Iranduba,iranduba,68862,medio_50k_100k,
1301902,AM,Norte,13,01902,Itacoatiara,itacoatiara,113917,grande_acima_100k,(13)
1301951,AM,Norte,13,01951,Itamarati,itamarati,11956,pequeno_10k_50k,(14)
1302009,AM,Norte,13,02009,Itapiranga,itapiranga,10955,pequeno_10k_50k,
1302108,AM,Norte,13,02108,Japurá,japura,9420,muito_pequeno_ate_10k,(15)
1302207,AM,Norte,13,02207,Juruá,jurua,11093,pequeno_10k_50k,(16)
1302306,AM,Norte,13,02306,Jutaí,jutai,28202,pequeno_10k_50k,
1302405,AM,Norte,13,02405,Lábrea,labrea,49469,pequeno_10k_50k,
1302504,AM,Norte,13,02504,Manacapuru,manacapuru,111751,grande_acima_100k,(17)
1302553,AM,Norte,13,02553,Manaquiri,manaquiri,16211,pequeno_10k_50k,
1302603,AM,Norte,13,02603,Manaus,manaus,2303732,grande_acima_100k,
1302702,AM,Norte,13,02702,Manicoré,manicore,58018,medio_50k_100k,
1302801,AM,Norte,13,02801,Maraã,maraa,15815,pequeno_10k_50k,
1302900,AM,Norte,13,02900,Maués,maues,66336,medio_50k_100k,
1303007,AM,Norte,13,03007,Nhamundá,nhamunda,21251,pequeno_10k_50k,
1303106,AM,Norte,13,03106,Nova Olinda do Norte,nova olinda do norte,28123,pequeno_10k_50k,
1303205,AM,Norte,13,03205,Novo Airão,novo airao,16562,pequeno_10k_50k,(18)
1303304,AM,Norte,13,03304,Novo Aripuanã,novo aripuana,25325,pequeno_10k_50k,
1303403,AM,Norte,13,03403,Parintins,parintins,101855,grande_acima_100k,(19)
1303502,AM,Norte,13,03502,Pauini,pauini,20229,pequeno_10k_50k,
1303536,AM,Norte,13,03536,Presidente Figueiredo,presidente figueiredo,33291,pequeno_10k_50k,
1303569,AM,Norte,13,03569,Rio Preto da Eva,rio preto da eva,25364,pequeno_10k_50k,(20)
1303601,AM,Norte,13,03601,Santa Isabel do Rio Negro,santa isabel do rio negro,13947,pequeno_10k_50k,
1303700,AM,Norte,13,03700,Santo Antônio do Içá,santo antonio do ica,30679,pequeno_10k_50k,
1303809,AM,Norte,13,03809,São Gabriel da Cachoeira,sao gabriel da cachoeira,57396,medio_50k_100k,(21)
1303908,AM,Norte,13,03908,São Paulo de Olivença,sao paulo de olivenca,35442,pequeno_10k_50k,(22)
1303957,AM,Norte,13,03957,São Sebastião do Uatumã,sao sebastiao do uatuma,12338,pequeno_10k_50k,
1304005,AM,Norte,13,04005,Silves,silves,12619,pequeno_10k_50k,
1304062,AM,Norte,13,04062,Tabatinga,tabatinga,73348,medio_50k_100k,
1304104,AM,Norte,13,04104,Tapauá,tapaua,20728,pequeno_10k_50k,
1304203,AM,Norte,13,04203,Tefé,tefe,80137,medio_50k_100k,
1304237,AM,Norte,13,04237,Tonantins,tonantins,20257,pequeno_10k_50k,(23)
1304260,AM,Norte,13,04260,Uarini,uarini,15640,pequeno_10k_50k,(24)
1304302,AM,Norte,13,04302,Urucará,urucara,19617,pequeno_10k_50k,(25)
1304401,AM,Norte,13,04401,Urucurituba,urucurituba,25965,pequeno_10k_50k,(26)
1400027,RR,Norte,14,00027,Amajari,amajari,16112,pequeno_10k_50k,
1400050,RR,Norte,14,00050,Alto Alegre,alto alegre,23589,pequeno_10k_50k,
1400100,RR,Norte,14,00100,Boa Vista,boa vista,485477,grande_acima_100k,
1400159,RR,Norte,14,00159,Bonfim,bonfim,15570,pequeno_10k_50k,
1400175,RR,Norte,14,00175,Cantá,canta,21102,pequeno_10k_50k,
1400209,RR,Norte,14,00209,Caracaraí,caracarai,22750,pequeno_10k_50k,
1400233,RR,Norte,14,00233,Caroebe,caroebe,12004,pequeno_10k_50k,
1400282,RR,Norte,14,00282,Iracema,iracema,10937,pequeno_10k_50k,
1400308,RR,Norte,14,00308,Mucajaí,mucajai,20006,pequeno_10k_50k,
1400407,RR,Norte,14,00407,Normandia,normandia,16323,pequeno_10k_50k,
1400456,RR,Norte,14,00456,Pacaraima,pacaraima,23112,pequeno_10k_50k,
1400472,RR,Norte,14,00472,Rorainópolis,rorainopolis,37787,pequeno_10k_50k,
1400506,RR,Norte,14,00506,São João da Baliza,sao joao da baliza,9969,muito_pequeno_ate_10k,
1400605,RR,Norte,14,00605,São Luiz,sao luiz,7848,muito_pequeno_ate_10k,
1400704,RR,Norte,14,00704,Uiramutã,uiramuta,16186,pequeno_10k_50k,
1500107,PA,Norte,15,00107,Abaetetuba,abaetetuba,172344,grande_acima_100k,
1500131,PA,Norte,15,00131,Abel Figueiredo,abel figueiredo,6275,muito_pequeno_ate_10k,
1500206,PA,Norte,15,00206,Acará,acara,63110,medio_50k_100k,
1500305,PA,Norte,15,00305,Afuá,afua,40473,pequeno_10k_50k,
1500347,PA,Norte,15,00347,Água Azul do Norte,agua azul do norte,17596,pequeno_10k_50k,
1500404,PA,Norte,15,00404,Alenquer,alenquer,75882,medio_50k_100k,
1500503,PA,Norte,15,00503,Almeirim,almeirim,36442,pequeno_10k_50k,
1500602,PA,Norte,15,00602,Altamira,altamira,138749,grande_acima_100k,
1500701,PA,Norte,15,00701,Anajás,anajas,30247,pequeno_10k_50k,
1500800,PA,Norte,15,00800,Ananindeua,ananindeua,509227,grande_acima_100k,
1500859,PA,Norte,15,00859,Anapu,anapu,35638,pequeno_10k_50k,
1500909,PA,Norte,15,00909,Augusto Corrêa,augusto correa,47912,pequeno_10k_50k,
1500958,PA,Norte,15,00958,Aurora do Pará,aurora do para,24193,pequeno_10k_50k,
1501006,PA,Norte,15,01006,Aveiro,aveiro,19380,pequeno_10k_50k,
1501105,PA,Norte,15,01105,Bagre,bagre,35147,pequeno_10k_50k,
1501204,PA,Norte,15,01204,Baião,baiao,56850,medio_50k_100k,
1501253,PA,Norte,15,01253,Bannach,bannach,4290,muito_pequeno_ate_10k,
1501303,PA,Norte,15,01303,Barcarena,barcarena,139076,grande_acima_100k,
1501402,PA,Norte,15,01402,Belém,belem,1397315,grande_acima_100k,
1501451,PA,Norte,15,01451,Belterra,belterra,19075,pequeno_10k_50k,
1501501,PA,Norte,15,01501,Benevides,benevides,68962,medio_50k_100k,
1501576,PA,Norte,15,01576,Bom Jesus do Tocantins,bom jesus do tocantins,19129,pequeno_10k_50k,
1501600,PA,Norte,15,01600,Bonito,bonito,12961,pequeno_10k_50k,
1501709,PA,Norte,15,01709,Bragança,braganca,132489,grande_acima_100k,
1501725,PA,Norte,15,01725,Brasil Novo,brasil novo,27130,pequeno_10k_50k,
1501758,PA,Norte,15,01758,Brejo Grande do Araguaia,brejo grande do araguaia,6966,muito_pequeno_ate_10k,
1501782,PA,Norte,15,01782,Breu Branco,breu branco,47066,pequeno_10k_50k,
1501808,PA,Norte,15,01808,Breves,breves,116058,grande_acima_100k,
1501907,PA,Norte,15,01907,Bujaru,bujaru,25065,pequeno_10k_50k,
1501956,PA,Norte,15,01956,Cachoeira do Piriá,cachoeira do piria,19223,pequeno_10k_50k,
1502004,PA,Norte,15,02004,Cachoeira do Arari,cachoeira do arari,25467,pequeno_10k_50k,
1502103,PA,Norte,15,02103,Cametá,cameta,144859,grande_acima_100k,
1502152,PA,Norte,15,02152,Canaã dos Carajás,canaa dos carajas,89524,medio_50k_100k,
1502202,PA,Norte,15,02202,Capanema,capanema,75309,medio_50k_100k,
1502301,PA,Norte,15,02301,Capitão Poço,capitao poco,60318,medio_50k_100k,
1502400,PA,Norte,15,02400,Castanhal,castanhal,209126,grande_acima_100k,
1502509,PA,Norte,15,02509,Chaves,chaves,21501,pequeno_10k_50k,
1502608,PA,Norte,15,02608,Colares,colares,13625,pequeno_10k_50k,
1502707,PA,Norte,15,02707,Conceição do Araguaia,conceicao do araguaia,47144,pequeno_10k_50k,
1502756,PA,Norte,15,02756,Concórdia do Pará,concordia do para,28270,pequeno_10k_50k,
1502764,PA,Norte,15,02764,Cumaru do Norte,cumaru do norte,15150,pequeno_10k_50k,
1502772,PA,Norte,15,02772,Curionópolis,curionopolis,20975,pequeno_10k_50k,
1502806,PA,Norte,15,02806,Curralinho,curralinho,36814,pequeno_10k_50k,
1502855,PA,Norte,15,02855,Curuá,curua,14954,pequeno_10k_50k,
1502905,PA,Norte,15,02905,Curuçá,curuca,44880,pequeno_10k_50k,
1502939,PA,Norte,15,02939,Dom Eliseu,dom eliseu,62823,medio_50k_100k,
1502954,PA,Norte,15,02954,Eldorado do Carajás,eldorado do carajas,29287,pequeno_10k_50k,
1503002,PA,Norte,15,03002,Faro,faro,9167,muito_pequeno_ate_10k,
1503044,PA,Norte,15,03044,Floresta do Araguaia,floresta do araguaia,18595,pequeno_10k_50k,
1503077,PA,Norte,15,03077,Garrafão do Norte,garrafao do norte,25558,pequeno_10k_50k,
1503093,PA,Norte,15,03093,Goianésia do Pará,goianesia do para,26703,pequeno_10k_50k,
1503101,PA,Norte,15,03101,Gurupá,gurupa,34137,pequeno_10k_50k,
1503200,PA,Norte,15,03200,Igarapé-Açu,igarape-acu,37925,pequeno_10k_50k,
1503309,PA,Norte,15,03309,Igarapé-Miri,igarape-miri,69446,medio_50k_100k,
1503408,PA,Norte,15,03408,Inhangapi,inhangapi,10784,pequeno_10k_50k,
1503457,PA,Norte,15,03457,Ipixuna do Pará,ipixuna do para,29264,pequeno_10k_50k,
1503507,PA,Norte,15,03507,Irituia,irituia,32740,pequeno_10k_50k,
1503606,PA,Norte,15,03606,Itaituba,itaituba,135369,grande_acima_100k,
1503705,PA,Norte,15,03705,Itupiranga,itupiranga,52201,medio_50k_100k,
1503754,PA,Norte,15,03754,Jacareacanga,jacareacanga,26579,pequeno_10k_50k,
1503804,PA,Norte,15,03804,Jacundá,jacunda,37726,pequeno_10k_50k,
1503903,PA,Norte,15,03903,Juruti,juruti,54255,medio_50k_100k,
1504000,PA,Norte,15,04000,Limoeiro do Ajuru,limoeiro do ajuru,32088,pequeno_10k_50k,
1504059,PA,Norte,15,04059,Mãe do Rio,mae do rio,37473,pequeno_10k_50k,
1504109,PA,Norte,15,04109,Magalhães Barata,magalhaes barata,8439,muito_pequeno_ate_10k,
1504208,PA,Norte,15,04208,Marabá,maraba,290975,grande_acima_100k,
1504307,PA,Norte,15,04307,Maracanã,maracana,27129,pequeno_10k_50k,
1504406,PA,Norte,15,04406,Marapanim,marapanim,28159,pequeno_10k_50k,
1504422,PA,Norte,15,04422,Marituba,marituba,119437,grande_acima_100k,
1504455,PA,Norte,15,04455,Medicilândia,medicilandia,28677,pequeno_10k_50k,
1504505,PA,Norte,15,04505,Melgaço,melgaco,30080,pequeno_10k_50k,
1504604,PA,Norte,15,04604,Mocajuba,mocajuba,28903,pequeno_10k_50k,
1504703,PA,Norte,15,04703,Moju,moju,91760,medio_50k_100k,
1504752,PA,Norte,15,04752,Mojuí dos Campos,mojui dos campos,25818,pequeno_10k_50k,
1504802,PA,Norte,15,04802,Monte Alegre,monte alegre,64002,medio_50k_100k,
